Group	Gene 1	Gene 2	Ks
1021	021260.2	200280.2	0.5582
1021	021260.2	054750.1	0.4533
1021	021260.2	332120.1	0.9065
1021	021260.2	389550.1	0.8616
1021	195320.1	200280.2	0.6322
1021	195320.1	054750.1	0.4012
1021	195320.1	332120.1	0.7515
1021	195320.1	389550.1	0.8530
1021	200280.2	054750.1	0.1328
1021	200280.2	332120.1	0.9654
1021	200280.2	389550.1	0.6417
1021	054750.1	332120.1	0.6556
1021	054750.1	389550.1	0.5370
1021	332120.1	389550.1	0.2267
1022	021270.1	328610.1	0.2476
1023	021360.1	397880.1	0.1924
1024	021400.1	348120.1	0.4823
1024	021400.1	357140.1	0.1998
1024	348120.1	357140.1	0.4398
1025	021450.1	086100.1	0.2842
1026	021480.1	284080.1	0.3030
1028	021520.1	328590.1	0.0589
1028	021520.1	232440.1	0.0596
1028	328590.1	232440.1	0.0652
1029	021530.1	091190.2	0.4331
1029	021530.1	229400.1	1.1881
1029	021530.1	289950.1	1.3365
1029	021530.1	021540.1	0.4144
1029	021530.1	021550.2	0.4775
1029	021530.1	164290.1	1.3486
1029	091190.2	229400.1	1.0467
1029	091190.2	289950.1	1.3193
1029	091190.2	021540.1	0.2584
1029	091190.2	021550.2	0.1943
1029	091190.2	164290.1	1.4214
1029	229400.1	289950.1	0.2488
1029	229400.1	021540.1	1.1987
1029	229400.1	021550.2	1.2171
1029	229400.1	164290.1	0.1589
1029	289950.1	021540.1	1.6893
1029	289950.1	021550.2	1.0703
1029	289950.1	164290.1	0.3324
1029	021540.1	021550.2	0.1746
1029	021540.1	164290.1	1.5750
1029	021550.2	164290.1	1.1098
103	002120.1	073200.1	1.1727
103	002120.1	048860.1	1.5928
103	002120.1	158410.1	1.0035
103	002120.1	195250.2	1.1353
103	073200.1	048860.1	0.3847
103	073200.1	158410.1	2.4943
103	073200.1	195250.2	1.4772
103	048860.1	158410.1	2.3657
103	048860.1	195250.2	1.4538
103	158410.1	195250.2	0.2965
1030	021560.2	091200.1	0.2148
1031	021570.1	098970.1	-0.0000
1032	021600.2	330830.1	0.1848
1033	021610.1	330820.1	0.2716
1034	021620.1	330810.1	0.3754
1035	021640.1	223990.1	1.6187
1035	021640.1	314300.3	1.6026
1035	223990.1	314300.3	0.1281
1036	021700.2	206970.1	-0.0000
1036	021700.2	234100.1	-0.0000
1036	206970.1	234100.1	-0.0000
1037	021720.1	037770.1	0.2366
1038	021730.1	037780.1	0.2573
1039	021750.1	097070.1	0.7961
104	002180.1	274350.1	0.2311
1040	021770.3	106150.2	0.3473
1040	021770.3	062790.1	0.8661
1040	021770.3	282970.1	0.7949
1040	021770.3	108710.1	0.8888
1040	106150.2	062790.1	0.5919
1040	106150.2	282970.1	0.5924
1040	106150.2	108710.1	0.6818
1040	062790.1	282970.1	0.1756
1040	062790.1	108710.1	0.5640
1040	282970.1	108710.1	0.6245
1041	021810.2	170600.1	0.1150
1041	021810.2	291040.1	0.3584
1041	021810.2	244240.1	0.5093
1041	021810.2	358230.1	0.5835
1041	170600.1	291040.1	0.3264
1041	170600.1	244240.1	0.4196
1041	170600.1	358230.1	0.5811
1041	291040.1	244240.1	0.3152
1041	291040.1	358230.1	0.4652
1041	244240.1	358230.1	0.8973
1042	021830.1	150660.1	0.1993
1044	021890.2	153250.1	0.2448
1045	021910.1	168220.2	0.2608
1046	021920.1	168230.1	0.2496
1047	021930.1	151600.1	0.0510
1049	021990.1	121410.1	0.2056
105	002220.1	274380.1	0.2831
1050	022010.1	121380.1	0.7501
1051	022020.1	121370.2	0.2312
1052	022040.1	121360.1	0.2761
1053	022050.1	078390.1	0.0259
1053	022050.1	121340.1	0.1813
1053	078390.1	121340.1	0.1865
1054	022080.1	086820.1	0.2306
1054	022080.1	036570.1	1.0331
1054	086820.1	036570.1	0.8224
1055	022160.1	328320.1	0.2565
1056	022170.1	328310.2	0.2293
1057	022180.1	022190.1	0.3038
1058	022200.1	244210.1	0.7629
1059	022210.1	134170.2	0.1725
106	002280.1	046580.1	0.1177
1060	022250.1	216110.2	0.1927
1061	022270.1	223320.1	0.2140
1061	022270.1	069310.1	0.6371
1061	223320.1	069310.1	0.5626
1062	022280.1	054060.1	0.2616
1062	022280.1	046890.1	1.3572
1062	022280.1	129550.2	1.7731
1062	022280.1	155470.1	2.4146
1062	022280.1	106730.1	2.5099
1062	054060.1	046890.1	1.9729
1062	054060.1	129550.2	1.7548
1062	054060.1	155470.1	2.3415
1062	054060.1	106730.1	2.9049
1062	046890.1	129550.2	1.9145
1062	046890.1	155470.1	3.0171
1062	046890.1	106730.1	2.0403
1062	129550.2	155470.1	0.2901
1062	129550.2	106730.1	0.7642
1062	155470.1	106730.1	0.6909
1063	022310.1	297440.1	0.3026
1063	022310.1	054090.1	0.0459
1063	022310.1	242010.2	2.4868
1063	297440.1	054090.1	0.3026
1063	297440.1	242010.2	2.0338
1063	054090.1	242010.2	2.3011
1064	022330.1	342850.1	0.2971
1065	022340.1	088030.1	1.3863
1066	022370.3	210550.1	0.9031
1066	022370.3	372510.1	1.4545
1066	022370.3	267690.1	1.0265
1066	210550.1	372510.1	0.2506
1066	210550.1	267690.1	0.6849
1066	372510.1	267690.1	0.8394
1067	022410.1	316220.1	0.6377
1067	022410.1	250650.1	0.5536
1067	022410.1	331590.1	0.1417
1067	316220.1	250650.1	0.3362
1067	316220.1	331590.1	0.5923
1067	250650.1	331590.1	0.5931
1068	022430.2	381870.1	0.5437
1069	022480.1	074270.1	0.1904
107	002290.1	060300.1	0.1927
1070	022510.1	086170.1	0.1981
1070	022510.1	027320.1	0.1965
1070	086170.1	027320.1	0.2605
1071	022540.1	065310.1	0.2074
1072	022560.1	065320.1	0.1942
1073	022570.1	065350.2	0.1384
1074	022600.1	238600.1	0.0891
1075	022610.1	224650.2	0.1962
1076	022630.1	224630.3	0.1529
1077	022640.1	103550.1	0.2309
1078	022650.1	103540.1	0.2238
1079	022660.1	103530.1	0.2712
108	002310.1	126800.1	0.9749
1080	022670.1	235980.1	0.2436
1081	022680.1	235970.2	0.2226
1082	022720.1	203390.1	0.2078
1082	022720.1	202540.1	0.5219
1082	203390.1	202540.1	0.5141
1083	022740.1	311880.1	1.0190
1084	022800.1	253570.1	0.2294
1085	022840.1	236270.2	0.7135
1085	022840.1	304150.1	0.7310
1085	236270.2	304150.1	0.2096
1086	022880.1	142520.1	0.1842
1087	022890.1	260210.1	0.1996
1087	022890.1	078760.1	0.4100
1087	022890.1	260200.1	0.5828
1087	260210.1	078760.1	0.4252
1087	260210.1	260200.1	0.4455
1087	078760.1	260200.1	0.2400
1088	022900.1	040090.1	0.3042
1089	022910.1	040070.1	0.1799
109	002340.1	051010.1	0.8309
109	002340.1	089360.2	2.6287
109	002340.1	199930.2	0.7251
109	002340.1	126590.1	0.3215
109	002340.1	117520.1	0.7622
109	051010.1	089360.2	1.8699
109	051010.1	199930.2	0.6095
109	051010.1	126590.1	0.6238
109	051010.1	117520.1	0.7538
109	089360.2	199930.2	1.5091
109	089360.2	126590.1	1.9185
109	089360.2	117520.1	2.3144
109	199930.2	126590.1	0.6100
109	199930.2	117520.1	0.2524
109	126590.1	117520.1	0.5940
1090	022920.1	311580.1	0.2509
1090	022920.1	129060.1	0.8513
1090	022920.1	108400.1	0.8621
1090	022920.1	045690.1	1.3760
1090	311580.1	129060.1	0.8357
1090	311580.1	108400.1	0.7703
1090	311580.1	045690.1	1.1313
1090	129060.1	108400.1	0.2271
1090	129060.1	045690.1	1.0793
1090	108400.1	045690.1	1.0860
1092	022940.1	241690.1	-0.0000
1093	022960.1	348850.1	0.1773
1094	023030.3	245130.1	0.2145
1095	023090.1	232330.1	0.6751
1095	023090.1	083670.1	0.7518
1095	232330.1	083670.1	0.2357
1096	023130.1	258920.1	0.2163
1097	023190.1	201000.1	0.2318
1097	023190.1	121820.2	0.7606
1097	023190.1	097530.1	0.6822
1097	201000.1	121820.2	0.6724
1097	201000.1	097530.1	0.6417
1097	121820.2	097530.1	0.2282
1098	023210.1	335530.1	0.2207
1098	023210.1	279970.1	0.6377
1098	023210.1	246140.1	2.3959
1098	023210.1	131840.1	2.2038
1098	335530.1	279970.1	0.5753
1098	335530.1	246140.1	1.7815
1098	335530.1	131840.1	1.7900
1098	279970.1	246140.1	1.9212
1098	279970.1	131840.1	1.4314
1098	246140.1	131840.1	0.5949
11	000140.1	064470.1	0.2156
11	000140.1	064490.1	0.5028
11	000140.1	394320.1	0.5255
11	000140.1	064500.1	0.5904
11	000140.1	394290.1	0.5581
11	000140.1	394300.1	0.7143
11	000140.1	000150.1	0.3044
11	000140.1	000160.1	0.4537
11	000140.1	000170.1	0.4363
11	000140.1	064480.1	0.4415
11	064470.1	064490.1	0.4348
11	064470.1	394320.1	0.4605
11	064470.1	064500.1	0.3608
11	064470.1	394290.1	0.6402
11	064470.1	394300.1	0.9264
11	064470.1	000150.1	0.2750
11	064470.1	000160.1	0.2644
11	064470.1	000170.1	0.3192
11	064470.1	064480.1	0.1765
11	064490.1	394320.1	0.3505
11	064490.1	064500.1	0.3281
11	064490.1	394290.1	0.8230
11	064490.1	394300.1	1.1775
11	064490.1	000150.1	0.3496
11	064490.1	000160.1	0.3811
11	064490.1	000170.1	0.3275
11	064490.1	064480.1	0.2492
11	394320.1	064500.1	0.4297
11	394320.1	394290.1	0.7430
11	394320.1	394300.1	1.1782
11	394320.1	000150.1	0.5292
11	394320.1	000160.1	0.4363
11	394320.1	000170.1	0.4029
11	394320.1	064480.1	0.3243
11	064500.1	394290.1	0.5670
11	064500.1	394300.1	0.6809
11	064500.1	000150.1	0.4115
11	064500.1	000160.1	0.1439
11	064500.1	000170.1	0.4215
11	064500.1	064480.1	0.2911
11	394290.1	394300.1	0.1984
11	394290.1	000150.1	0.6980
11	394290.1	000160.1	0.7876
11	394290.1	000170.1	0.9940
11	394290.1	064480.1	1.2851
11	394300.1	000150.1	1.0376
11	394300.1	000160.1	1.1125
11	394300.1	000170.1	1.6562
11	394300.1	064480.1	1.3294
11	000150.1	000160.1	0.3612
11	000150.1	000170.1	0.3762
11	000150.1	064480.1	0.3378
11	000160.1	000170.1	0.4071
11	000160.1	064480.1	0.2695
11	000170.1	064480.1	0.3660
110	002350.2	117530.1	0.7852
110	002350.2	199920.1	0.7215
110	117530.1	199920.1	0.2638
1101	023260.1	034530.1	0.1401
1102	023310.1	183760.1	1.0164
1102	023310.1	397320.1	0.9393
1102	183760.1	397320.1	0.1660
1103	023350.1	034430.2	0.2349
1104	023360.1	034420.1	0.1623
1104	023360.1	352110.1	0.5968
1104	023360.1	174510.1	0.5919
1104	034420.1	352110.1	0.6107
1104	034420.1	174510.1	0.5868
1104	352110.1	174510.1	0.2077
1105	023370.1	034410.1	0.2303
1106	023380.1	034400.2	0.1844
1107	023390.1	303370.1	0.6569
1107	023390.1	352150.2	0.6384
1107	303370.1	352150.2	0.6616
1108	023400.1	212410.3	0.2589
1109	023410.1	212420.1	0.2222
1109	023410.1	107770.1	4.8955
1109	023410.1	208210.1	2.5903
1109	023410.1	131880.3	1.8122
1109	023410.1	288270.4	1.7404
1109	023410.1	220560.1	0.6181
1109	023410.1	091250.1	0.6300
1109	023410.1	385050.2	4.8558
1109	023410.1	065750.1	4.6919
1109	023410.1	031570.1	4.8812
1109	212420.1	107770.1	4.8786
1109	212420.1	208210.1	2.6574
1109	212420.1	131880.3	1.8598
1109	212420.1	288270.4	1.6945
1109	212420.1	220560.1	0.6289
1109	212420.1	091250.1	0.6736
1109	212420.1	385050.2	3.9757
1109	212420.1	065750.1	4.7023
1109	212420.1	031570.1	4.8853
1109	107770.1	208210.1	0.2000
1109	107770.1	131880.3	2.8025
1109	107770.1	288270.4	3.3148
1109	107770.1	220560.1	4.8343
1109	107770.1	091250.1	4.8596
1109	107770.1	385050.2	1.6285
1109	107770.1	065750.1	3.2174
1109	107770.1	031570.1	0.6158
1109	208210.1	131880.3	3.0063
1109	208210.1	288270.4	3.0775
1109	208210.1	220560.1	4.8201
1109	208210.1	091250.1	4.8327
1109	208210.1	385050.2	1.6337
1109	208210.1	065750.1	2.5714
1109	208210.1	031570.1	0.6007
1109	131880.3	288270.4	0.3237
1109	131880.3	220560.1	1.7370
1109	131880.3	091250.1	1.8059
1109	131880.3	385050.2	4.8511
1109	131880.3	065750.1	4.7024
1109	131880.3	031570.1	2.4079
1109	288270.4	220560.1	1.6914
1109	288270.4	091250.1	1.6270
1109	288270.4	385050.2	4.8583
1109	288270.4	065750.1	4.7167
1109	288270.4	031570.1	3.1200
1109	220560.1	091250.1	0.1992
1109	220560.1	385050.2	4.8489
1109	220560.1	065750.1	4.7026
1109	220560.1	031570.1	4.8594
1109	091250.1	385050.2	4.8573
1109	091250.1	065750.1	4.7019
1109	091250.1	031570.1	4.8878
1109	385050.2	065750.1	0.3339
1109	385050.2	031570.1	1.6409
1109	065750.1	031570.1	2.6882
111	002360.1	360640.1	0.2915
111	002360.1	044190.1	0.4811
111	002360.1	236930.1	0.3530
111	002360.1	305520.1	0.3919
111	002360.1	389320.1	0.2813
111	002360.1	261390.1	0.3522
111	002360.1	044200.1	0.4952
111	360640.1	044190.1	0.4374
111	360640.1	236930.1	0.3882
111	360640.1	305520.1	0.3092
111	360640.1	389320.1	0.3159
111	360640.1	261390.1	0.3625
111	360640.1	044200.1	0.4359
111	044190.1	236930.1	0.4804
111	044190.1	305520.1	0.5015
111	044190.1	389320.1	0.4324
111	044190.1	261390.1	0.5512
111	044190.1	044200.1	0.3115
111	236930.1	305520.1	0.3242
111	236930.1	389320.1	0.3192
111	236930.1	261390.1	0.3246
111	236930.1	044200.1	0.4766
111	305520.1	389320.1	0.3089
111	305520.1	261390.1	0.2968
111	305520.1	044200.1	0.3823
111	389320.1	261390.1	0.2739
111	389320.1	044200.1	0.4377
111	261390.1	044200.1	0.5266
1110	023420.1	212430.1	0.1482
1111	023450.1	212510.1	0.2493
1111	023450.1	084710.1	1.1424
1111	023450.1	346850.1	1.1141
1111	023450.1	372940.1	1.3277
1111	023450.1	048020.1	1.8437
1111	212510.1	084710.1	1.3512
1111	212510.1	346850.1	1.1614
1111	212510.1	372940.1	1.0567
1111	212510.1	048020.1	0.9958
1111	084710.1	346850.1	0.2627
1111	084710.1	372940.1	1.7254
1111	084710.1	048020.1	1.1848
1111	346850.1	372940.1	1.1037
1111	346850.1	048020.1	0.9609
1111	372940.1	048020.1	0.2757
1112	023510.1	264510.2	0.1661
1113	023520.1	073240.1	0.6843
1113	023520.1	128070.2	0.7889
1113	023520.1	189850.1	0.1865
1113	073240.1	128070.2	0.2492
1113	073240.1	189850.1	0.6799
1113	128070.2	189850.1	0.8233
1114	023530.1	189840.1	0.2809
1115	023540.1	097040.1	0.5874
1115	023540.1	276610.1	0.3484
1115	023540.1	121260.1	0.3625
1115	097040.1	276610.1	0.2265
1115	097040.1	121260.1	0.3929
1115	276610.1	121260.1	0.1710
1116	023560.1	209740.1	0.3729
1116	023560.1	121250.1	1.3745
1116	023560.1	004050.1	1.7405
1116	209740.1	121250.1	1.0898
1116	209740.1	004050.1	1.0159
1116	121250.1	004050.1	0.2782
1117	023590.1	121240.1	0.6812
1117	023590.1	223670.1	0.1969
1117	121240.1	223670.1	0.5927
1118	023610.1	120130.1	0.2211
1119	023620.1	316300.1	0.1834
112	002380.1	005570.1	0.5005
112	002380.1	345000.1	0.5177
112	002380.1	029670.1	0.2369
112	005570.1	345000.1	0.1718
112	005570.1	029670.1	0.4276
112	345000.1	029670.1	0.4463
1120	023640.1	305720.1	0.2250
1121	023650.1	118110.1	0.5674
1121	023650.1	181680.1	0.2080
1121	118110.1	181680.1	0.6135
1122	023670.1	396650.1	0.3363
1124	023730.1	189770.1	0.1815
1124	023730.1	284180.1	1.9243
1124	023730.1	383730.1	1.1491
1124	023730.1	066890.1	1.6502
1124	023730.1	076820.2	1.5414
1124	023730.1	136650.1	1.9483
1124	189770.1	284180.1	1.4309
1124	189770.1	383730.1	1.3115
1124	189770.1	066890.1	2.0014
1124	189770.1	076820.2	1.8946
1124	189770.1	136650.1	2.0609
1124	284180.1	383730.1	0.4875
1124	284180.1	066890.1	0.3045
1124	284180.1	076820.2	0.5334
1124	284180.1	136650.1	0.4543
1124	383730.1	066890.1	0.8014
1124	383730.1	076820.2	0.4972
1124	383730.1	136650.1	0.1383
1124	066890.1	076820.2	0.7020
1124	066890.1	136650.1	0.6662
1124	076820.2	136650.1	0.4865
1125	023750.1	189790.1	0.2149
1126	023770.1	189800.1	0.2327
1127	023790.1	065980.1	0.2131
1128	023830.1	373670.1	0.1959
1128	023830.1	358330.1	0.5762
1128	023830.1	129600.1	0.7469
1128	023830.1	207680.1	0.6392
1128	373670.1	358330.1	0.5002
1128	373670.1	129600.1	0.6250
1128	373670.1	207680.1	0.5787
1128	358330.1	129600.1	0.5395
1128	358330.1	207680.1	0.2085
1128	129600.1	207680.1	0.5714
1129	023850.1	313910.1	-0.0000
113	002390.1	357660.1	0.2462
1130	023890.1	373700.1	0.2545
1131	023900.1	373710.1	0.2250
1132	023930.3	373760.2	0.2333
1133	023940.1	129510.1	0.7805
1133	023940.1	043020.1	0.1863
1133	129510.1	043020.1	0.7536
1134	023990.2	031170.2	0.1771
1134	023990.2	173550.3	0.5685
1134	023990.2	187600.1	0.5253
1134	031170.2	173550.3	0.5605
1134	031170.2	187600.1	0.4618
1134	173550.3	187600.1	0.5424
1135	024000.1	031160.1	0.1483
1136	024010.1	223930.1	0.2657
1136	024010.1	031130.1	0.2759
1136	223930.1	031130.1	0.2599
1137	024030.1	031100.1	0.2325
1138	024050.1	393230.1	0.4801
1139	024120.1	331400.1	0.1054
1139	024120.1	281220.1	0.1520
1139	331400.1	281220.1	0.0710
114	002410.1	019890.2	0.1629
1140	024150.1	295920.1	0.2173
1140	024150.1	107490.2	0.7741
1140	295920.1	107490.2	0.8103
1141	024160.1	295910.2	0.2465
1142	024170.2	295900.1	0.2173
1143	024180.1	295880.1	0.9706
1144	024190.1	156370.1	0.3019
1144	024190.1	373010.1	1.0033
1144	156370.1	373010.1	0.4418
1145	024210.1	276990.1	0.1751
1145	024210.1	217510.2	0.5796
1145	024210.1	027990.1	0.6896
1145	024210.1	095950.1	0.5800
1145	276990.1	217510.2	0.5915
1145	276990.1	027990.1	0.6454
1145	276990.1	095950.1	0.6355
1145	217510.2	027990.1	0.7555
1145	217510.2	095950.1	0.1993
1145	027990.1	095950.1	0.7261
1146	024240.1	280670.2	0.2244
1147	024280.1	161660.1	0.2639
1148	024320.1	045010.1	0.2698
1149	024330.2	153040.1	0.1667
1149	024330.2	108850.1	0.5448
1149	024330.2	327080.1	0.5435
1149	024330.2	327090.1	0.5585
1149	024330.2	244420.1	0.1778
1149	024330.2	108840.1	0.5793
1149	153040.1	108850.1	0.5799
1149	153040.1	327080.1	0.5653
1149	153040.1	327090.1	0.5850
1149	153040.1	244420.1	0.1801
1149	153040.1	108840.1	0.6097
1149	108850.1	327080.1	0.1271
1149	108850.1	327090.1	0.1569
1149	108850.1	244420.1	0.5834
1149	108850.1	108840.1	0.1768
1149	327080.1	327090.1	0.1166
1149	327080.1	244420.1	0.6251
1149	327080.1	108840.1	0.2113
1149	327090.1	244420.1	0.5534
1149	327090.1	108840.1	0.1566
1149	244420.1	108840.1	0.5593
115	002460.1	189210.1	0.7709
115	002460.1	030570.1	0.2067
115	002460.1	044730.1	1.6831
115	002460.1	312640.1	0.5218
115	189210.1	030570.1	1.3249
115	189210.1	044730.1	0.3023
115	189210.1	312640.1	0.1673
115	030570.1	044730.1	1.9401
115	030570.1	312640.1	1.1802
115	044730.1	312640.1	3.0672
1150	024340.1	394220.2	0.2134
1151	024380.1	168310.1	0.6102
1151	024380.1	173410.1	0.6121
1151	024380.1	112880.1	0.6036
1151	024380.1	230920.1	0.6445
1151	168310.1	173410.1	0.7564
1151	168310.1	112880.1	0.1822
1151	168310.1	230920.1	0.6696
1151	173410.1	112880.1	0.7844
1151	173410.1	230920.1	0.2463
1151	112880.1	230920.1	0.7598
1152	024410.1	269050.1	0.4168
1153	024420.1	267040.1	0.2509
1153	024420.1	245600.8	0.0117
1153	024420.1	249380.1	0.1547
1153	267040.1	245600.8	0.2825
1153	267040.1	249380.1	0.1598
1153	245600.8	249380.1	0.1688
1154	024430.1	338510.1	0.6788
1154	024430.1	056850.1	1.4040
1154	024430.1	183670.1	3.2638
1154	024430.1	112980.1	0.5382
1154	024430.1	230890.1	0.4828
1154	024430.1	151480.1	1.8972
1154	024430.1	269060.1	0.2577
1154	024430.1	023240.1	3.2421
1154	024430.1	034570.1	3.2010
1154	338510.1	056850.1	3.3364
1154	338510.1	183670.1	1.8640
1154	338510.1	112980.1	0.6158
1154	338510.1	230890.1	0.3397
1154	338510.1	151480.1	3.3762
1154	338510.1	269060.1	0.6938
1154	338510.1	023240.1	1.4254
1154	338510.1	034570.1	2.1322
1154	056850.1	183670.1	1.2900
1154	056850.1	112980.1	2.0085
1154	056850.1	230890.1	3.1658
1154	056850.1	151480.1	0.2513
1154	056850.1	269060.1	2.0563
1154	056850.1	023240.1	1.4414
1154	056850.1	034570.1	1.2769
1154	183670.1	112980.1	1.7053
1154	183670.1	230890.1	1.4693
1154	183670.1	151480.1	1.1977
1154	183670.1	269060.1	3.2506
1154	183670.1	023240.1	0.7931
1154	183670.1	034570.1	0.8920
1154	112980.1	230890.1	0.5594
1154	112980.1	151480.1	1.4412
1154	112980.1	269060.1	0.6997
1154	112980.1	023240.1	1.1712
1154	112980.1	034570.1	1.2150
1154	230890.1	151480.1	3.1549
1154	230890.1	269060.1	0.5892
1154	230890.1	023240.1	1.2118
1154	230890.1	034570.1	1.5820
1154	151480.1	269060.1	1.8769
1154	151480.1	023240.1	1.0881
1154	151480.1	034570.1	0.9973
1154	269060.1	023240.1	3.2822
1154	269060.1	034570.1	3.2342
1154	023240.1	034570.1	0.2895
1155	024440.1	146120.1	1.0257
1156	024460.1	027150.1	0.6954
1156	024460.1	056490.2	0.7188
1156	027150.1	056490.2	0.1837
1157	024470.2	269110.1	0.2870
1157	024470.2	056540.1	0.5564
1157	024470.2	338610.1	0.7300
1157	269110.1	056540.1	0.5492
1157	269110.1	338610.1	0.7212
1157	056540.1	338610.1	0.6321
1158	024490.2	269130.1	0.2777
1159	024500.1	354550.1	0.4221
116	002470.1	030590.1	0.1861
1160	024520.1	111110.1	0.5080
1160	024520.1	056630.1	0.6401
1160	111110.1	056630.1	0.1791
1161	024540.1	111140.1	0.6952
1161	024540.1	056640.1	0.7315
1161	024540.1	269190.1	0.2279
1161	024540.1	269200.1	0.1516
1161	111140.1	056640.1	0.2323
1161	111140.1	269190.1	0.8376
1161	111140.1	269200.1	0.6136
1161	056640.1	269190.1	1.0975
1161	056640.1	269200.1	0.6757
1161	269190.1	269200.1	0.1124
1162	024550.1	269210.1	0.1830
1163	024560.1	134770.1	0.2854
1164	024570.1	137810.1	0.2254
1164	024570.1	394720.1	0.8129
1164	024570.1	239820.2	0.7142
1164	024570.1	069220.1	0.8056
1164	024570.1	133800.2	0.9036
1164	024570.1	147040.1	0.7873
1164	137810.1	394720.1	0.6873
1164	137810.1	239820.2	0.7795
1164	137810.1	069220.1	0.7080
1164	137810.1	133800.2	0.8795
1164	137810.1	147040.1	0.6871
1164	394720.1	239820.2	0.1954
1164	394720.1	069220.1	0.2404
1164	394720.1	133800.2	0.8185
1164	394720.1	147040.1	0.7866
1164	239820.2	069220.1	0.3745
1164	239820.2	133800.2	0.6864
1164	239820.2	147040.1	0.7059
1164	069220.1	133800.2	0.7514
1164	069220.1	147040.1	0.7800
1164	133800.2	147040.1	0.3306
1165	024590.1	069200.1	0.4907
1165	024590.1	137820.1	0.2174
1165	024590.1	394580.1	0.5261
1165	069200.1	137820.1	0.6018
1165	069200.1	394580.1	0.1707
1165	137820.1	394580.1	0.7143
1166	024610.1	137840.1	0.2267
1166	024610.1	069190.1	0.7183
1166	024610.1	326880.1	0.7405
1166	137840.1	069190.1	0.6425
1166	137840.1	326880.1	0.6570
1166	069190.1	326880.1	0.0192
1167	024630.1	137850.2	0.1625
1167	024630.1	181940.1	0.7824
1167	137850.2	181940.1	0.7412
1168	024640.1	137860.1	0.2049
1169	024660.1	359820.1	0.3568
117	002480.1	218520.1	1.0649
117	002480.1	090460.1	0.1743
117	002480.1	218670.1	1.0605
117	218520.1	090460.1	1.0974
117	218520.1	218670.1	0.2815
117	090460.1	218670.1	1.1212
1170	024670.1	359840.2	0.2752
1171	024690.1	320590.1	0.0477
1171	024690.1	359890.1	0.2734
1171	320590.1	359890.1	3.5596
1172	024720.1	073340.2	0.2464
1173	024730.1	073330.1	0.2574
1174	024740.1	271890.1	0.3449
1175	024750.1	171190.1	0.3350
1176	024830.1	034870.1	0.7479
1176	024830.1	397430.2	0.7383
1176	034870.1	397430.2	0.2285
1177	024870.1	228150.1	0.2356
1177	024870.1	304060.1	0.6825
