Group	Gene 1	Gene 2	Ks
1568	34170.1	82720.1	0.244
1568	82370.1	82720.1	0.2776
1569	34190.1	201550.1	0.2496
1569	69700.1	201550.1	0.2041
157	3310.1	152310.2	0.2007
1570	34220.1	343300.1	0.2369
1570	313820.1	332410.1	0.2068
1572	34330.1	310890.1	0.255
1573	213620.2	303120.1	0.2199
1573	213620.2	365450.1	0.2105
1577	34620.1	338950.1	0.2346
1578	34630.1	338940.1	0.2368
1580	34670.1	156160.1	0.2012
1580	99880.1	246230.1	0.2482
1581	246420.1	229750.1	0.2446
1584	34840.1	187810.1	0.2916
1587	35090.1	205750.1	0.2108
1589	35180.1	399920.1	0.2907
159	3340.1	142720.1	0.2934
1590	35190.1	399910.1	0.2005
1591	35200.1	399900.1	0.2071
1593	35270.1	393940.1	0.2032
1594	35280.1	393930.1	0.2748
1597	35370.1	124970.1	0.2033
1598	197760.1	134040.1	0.2496
16	290.1	300.1	0.2212
16	170350.1	205410.1	0.2749
1600	35420.1	111540.1	0.208
1601	35470.1	227380.1	0.2839
1604	35540.1	227320.1	0.2329
1605	35570.1	98950.1	0.2838
1606	35580.2	250470.1	0.2786
1607	50610.1	381970.1	0.2919
1609	193530.1	153320.1	0.2327
1611	35720.1	102060.1	0.2514
1613	35740.2	102050.1	0.2382
1616	382310.2	40160.1	0.2894
1618	35800.1	101710.1	0.2934
1618	189510.1	370560.1	0.2408
1620	35880.3	147090.3	0.2903
1620	46470.1	239080.1	0.2151
1622	363810.1	242690.1	0.2706
1623	35950.1	357340.1	0.2168
1627	346810.1	84750.1	0.2119
1628	36050.1	367160.1	0.227
1628	367160.1	187520.1	0.2437
1629	36070.1	365410.1	0.2425
1633	36180.1	134640.1	0.211
1636	36230.1	123170.1	0.2368
1637	36240.1	207640.1	0.2013
1638	36260.1	237010.1	0.2947
164	3500.1	42300.1	0.2707
1640	36350.1	392550.1	0.2253
1647	36520.2	57320.1	0.209
1648	36550.1	57300.1	0.2648
1649	36560.1	397590.1	0.2205
1650	36580.1	54540.1	0.2256
1652	36620.1	136230.1	0.2847
1653	36630.1	98460.1	0.2759
1654	36640.2	148300.1	0.2301
1655	36650.1	148290.1	0.264
1656	288140.1	266460.1	0.2213
1656	288140.1	13400.1	0.2011
1658	36770.1	168680.1	0.2773
166	3570.1	110010.1	0.2423
1660	36900.2	231010.1	0.2652
1662	36970.1	209760.1	0.226
1667	37140.2	347410.1	0.2181
1669	243850.2	253140.1	0.203
1670	37190.1	257190.1	0.2229
1670	160490.1	169800.1	0.2763
1673	37240.2	142820.1	0.2712
1674	37250.1	142830.1	0.2323
1675	37290.1	142850.1	0.2181
1675	57580.2	44080.2	0.234
1676	37330.1	253100.1	0.2158
1678	336210.1	284270.1	0.2031
1679	37400.1	284280.1	0.2476
168	3630.1	139190.1	0.2291
1681	37430.1	56230.1	0.2397
1682	37440.1	130920.1	0.2313
1686	37510.3	389220.1	0.2918
1686	46960.1	102350.1	0.2042
1687	393860.2	174110.1	0.201
1688	37620.1	342550.1	0.2339
169	340790.3	302970.1	0.2407
1691	37690.1	163120.1	0.2999
1692	37710.1	163110.1	0.2942
1693	37720.1	80310.1	0.2985
1694	37740.1	80330.1	0.2245
1695	37760.1	271910.1	0.2185
1696	394450.1	70210.1	0.2984
1697	37830.1	99900.1	0.2207
17	310.1	56130.1	0.265
170	3700.1	228630.1	0.2503
170	228620.1	228630.1	0.2005
1700	37890.1	356050.1	0.2289
1706	37960.1	305320.1	0.2882
1706	92210.1	88590.1	0.2146
171	3730.1	225070.1	0.285
1710	38030.1	113230.1	0.2603
1713	38290.1	380580.1	0.2146
1715	38320.1	380560.1	0.246
1717	38350.1	384350.1	0.2166
1720	38400.1	64050.1	0.2697
1720	64050.1	235380.1	0.2697
1721	38430.1	165640.1	0.2364
1724	38530.1	180250.1	0.202
1728	115900.1	394190.1	0.2423
1729	38680.1	180340.1	0.2208
173	3780.1	40660.1	0.2579
1731	115840.1	104720.1	0.2476
1734	187540.1	115820.2	0.2127
1735	38780.1	118200.1	0.2349
1735	38780.1	380250.1	0.2578
1735	115780.1	187570.1	0.2735
1736	38790.1	240650.1	0.2181
1737	38820.1	226640.1	0.263
1737	226640.1	380950.2	0.257
1739	38840.1	226650.1	0.2228
1740	38850.1	56990.1	0.2101
1741	38860.1	57000.1	0.2429
1742	118550.1	195870.1	0.2213
1747	38950.1	153430.1	0.2572
1750	39010.1	153480.1	0.2331
1754	39090.1	98850.1	0.2124
1757	39140.2	270820.1	0.2131
1759	39180.1	192840.1	0.262
1762	39240.1	197040.1	0.2307
1763	39250.1	120840.1	0.2926
1764	198630.1	391510.1	0.251
1765	39280.1	154500.1	0.2243
1767	39330.1	387160.1	0.2365
1769	39360.1	387150.2	0.2103
177	213870.1	127940.1	0.2235
177	287860.1	229010.1	0.2399
1770	39430.1	356100.1	0.2188
1771	39450.1	387080.1	0.2068
1772	39460.1	387070.2	0.2885
1772	66460.1	108130.1	0.2552
1775	39510.1	318740.1	0.2366
1775	66400.1	396310.1	0.2007
1777	39550.1	176850.1	0.2158
1779	39590.1	358430.1	0.2114
1779	347320.1	358430.1	0.2454
1780	263260.1	1780.2	0.2704
1780	263260.1	199870.1	0.2494
1780	1780.2	199870.1	0.2504
1782	39700.1	47080.1	0.2356
1783	39710.1	47090.1	0.2511
1784	39720.1	40830.1	0.2078
1786	341690.1	218170.1	0.2568
1787	39820.1	246990.1	0.2166
1794	40180.1	382290.2	0.2856
1796	43670.3	68960.2	0.2295
1797	329680.1	41230.1	0.2009
1799	40290.1	276860.1	0.286
1799	335840.1	162150.1	0.2852
18	205390.2	170320.2	0.2311
180	3920.1	324480.1	0.2909
180	326100.1	324480.1	0.2895
1801	142250.1	163700.1	0.2734
1808	40520.1	262370.1	0.2426
1811	40690.1	331260.1	0.2253
1812	40700.1	331270.1	0.2732
1815	40740.1	331300.1	0.2331
1816	40760.1	110800.1	0.208
1818	40790.1	376240.1	0.2427
1821	40860.1	228450.1	0.297
1822	40900.1	228820.1	0.291
1823	40910.1	165540.1	0.2724
1823	396130.1	62550.1	0.2232
1825	41040.1	72900.1	0.2223
1829	41180.1	64200.1	0.2267
1832	41240.1	329660.1	0.2373
1837	137960.1	374520.1	0.2049
1837	374520.1	193520.1	0.2051
1838	41450.1	143170.1	0.2202
1839	41470.1	253410.1	0.2897
1840	221760.1	232340.1	0.2082
1841	41510.1	52910.1	0.2746
1842	41530.1	52940.1	0.2863
1844	247470.1	91810.1	0.203
1847	208050.1	76620.1	0.2834
1850	41640.1	67910.1	0.2451
1854	41780.1	240850.1	0.2958
1855	41800.1	240870.1	0.2381
1856	41810.1	145380.1	0.2044
1857	41820.1	256380.1	0.26
1859	41850.1	256410.1	0.2899
1860	41860.2	256420.1	0.2115
1863	41890.1	317860.1	0.2113
1866	41950.1	390020.1	0.2348
1867	41960.2	390010.1	0.2477
1868	41970.2	389980.1	0.2044
1869	41980.1	389970.1	0.2296
187	4100.1	228830.1	0.2278
1870	41990.3	391300.1	0.2053
1874	42170.1	188110.1	0.2524
1874	188110.1	47310.1	0.2501
1875	42210.1	370310.1	0.21
1876	42220.1	275250.1	0.2965
1878	42330.2	47070.1	0.2452
188	4110.1	228840.1	0.231
1881	54630.1	258010.1	0.2897
1885	42490.1	83400.1	0.2673
1890	244860.2	244870.1	0.2098
1891	42600.1	157720.1	0.2175
1895	42690.1	226440.1	0.2995
1896	42710.1	330130.1	0.2658
1897	42720.1	330110.1	0.2395
1898	322250.2	335100.1	0.2591
1900	42750.1	329980.1	0.2165
1907	42900.1	211140.1	0.2821
1907	207480.2	55520.1	0.2549
1908	284380.1	228730.1	0.2997
1909	42930.1	72540.1	0.2598
191	4140.1	316230.1	0.2466
1910	244820.1	194810.1	0.2176
1910	162990.1	194810.1	0.2176
1915	43130.1	306520.1	0.2917
1915	306520.1	324600.1	0.2949
1915	306520.1	375550.1	0.2681
1919	325710.1	190040.1	0.207
1921	380000.1	22930.1	0.2423
1922	43300.1	275620.1	0.2163
1925	43420.1	388060.2	0.2425
1926	43440.1	68130.2	0.2168
1927	43460.1	178130.1	0.2286
1927	84300.1	392860.1	0.2354
1927	178130.1	293700.1	0.2181
1927	178130.1	392860.1	0.2498
1928	43480.1	68100.1	0.2869
1929	43490.3	68090.1	0.2309
1930	43510.1	68060.2	0.2232
1933	43560.1	340000.1	0.2464
1934	43600.1	255150.1	0.2185
1936	43640.1	140590.1	0.2171
1941	43760.1	280230.1	0.2506
1944	43880.1	384870.1	0.2334
1944	43890.1	287380.2	0.2981
1948	43940.1	157820.1	0.2653
1951	44000.1	352310.1	0.2341
1954	44060.1	129350.1	0.2507
1954	44060.1	85370.1	0.2757
1954	129340.1	129350.1	0.2696
1954	129350.1	85370.1	0.2853
1958	44160.2	158780.1	0.2361
196	4240.1	292120.1	0.2458
1960	44180.3	167800.1	0.2219
1961	318640.1	167810.1	0.2709
1963	44260.1	176510.2	0.2587
1965	337630.1	202360.1	0.2293
1967	332070.1	299650.1	0.2026
1967	332070.1	332090.1	0.2255
1967	116020.1	332090.1	0.2549
1967	235330.1	299650.1	0.2531
1967	235330.1	353520.1	0.2865
1967	299650.1	332090.1	0.2724
1967	299650.1	332080.1	0.2379
1968	44480.1	92660.1	0.2452
1969	44500.1	92670.1	0.2866
1969	182330.1	252500.1	0.2048
1970	44510.1	92700.1	0.2179
1971	44520.1	92720.1	0.2519
1972	211600.1	192690.2	0.2671
1975	44560.1	63860.1	0.2503
1975	270040.1	285960.1	0.2362
1976	44610.2	52250.2	0.2718
1984	44710.1	123380.1	0.261
1988	44840.1	148340.1	0.2004
1989	114640.1	326180.1	0.2551
1990	44860.1	148350.1	0.2503
1991	44890.1	252400.1	0.2188
1993	255460.1	318390.1	0.2986
1994	213350.2	255470.1	0.2194
1995	44970.1	192220.1	0.2955
1999	45130.1	264910.1	0.201
2	10.1	113100.1	0.292
200	4300.1	388180.1	0.2928
2001	45170.2	146400.1	0.2934
2002	45180.1	146380.1	0.205
2004	45240.1	76640.1	0.2607
2005	351460.1	351450.1	0.2573
2006	194990.2	303920.1	0.2382
2007	213190.1	322150.1	0.2474
2008	45320.1	302050.1	0.244
2009	45330.1	129220.1	0.269
2009	346920.1	284410.1	0.242
2011	45380.1	101980.1	0.2943
2012	45420.2	93150.1	0.2291
2023	45710.1	260220.1	0.2947
2023	260220.1	301770.1	0.2329
2024	218540.1	271740.1	0.2062
2025	45880.1	59610.1	0.2556
2025	284110.1	368750.1	0.2839
2028	45960.1	247670.1	0.2002
2029	46010.1	247620.1	0.2497
2029	178300.1	77860.1	0.23
203	4340.1	393160.1	0.2266
2036	46170.1	132110.1	0.2225
204	4370.1	393150.2	0.2002
2040	46250.1	304470.1	0.298
2042	46310.1	63750.1	0.2118
2045	46380.3	126020.1	0.2135
2046	46410.1	249180.1	0.2479
2048	162170.1	141660.1	0.2073
2048	249010.1	184920.1	0.2069
2051	175860.1	46660.1	0.2198
2053	46720.3	256500.1	0.2713
2054	46740.1	215790.1	0.2399
2055	46750.2	215780.1	0.2074
2059	247150.1	231590.1	0.2862
206	4390.1	149740.1	0.2314
206	55730.1	380190.1	0.2887
206	55730.1	354710.1	0.2887
2061	46980.1	282930.1	0.2601
2062	256960.1	68710.1	0.2982
2066	47120.1	334880.1	0.2977
2069	47180.1	334930.1	0.2227
2072	47280.1	234180.1	0.2634
2072	47280.1	282990.1	0.2276
2072	47280.1	304850.1	0.237
2072	47280.1	130080.1	0.2549
2072	234180.1	358980.1	0.2342
2072	234180.1	268250.1	0.2447
2072	234180.1	282990.1	0.2451
2072	358980.1	282990.1	0.2783
2072	268250.1	282990.1	0.2019
2072	358990.1	304850.1	0.2302
2072	27630.1	130080.1	0.2573
2077	47340.1	297160.1	0.2359
208	4420.1	322620.1	0.2142
2081	47500.1	220140.1	0.2462
2083	47540.2	47550.1	0.2561
2084	146530.1	198870.1	0.2329
2085	47570.1	272300.1	0.203
2091	47760.1	223680.1	0.2881
2091	47760.1	52290.1	0.2937
2091	48870.1	133370.1	0.2045
2093	299530.1	360440.1	0.2265
2094	47800.1	176420.1	0.2182
2099	47910.1	365650.1	0.2477
2100	47930.1	231060.2	0.2324
2102	48030.1	58450.1	0.2234
2104	48090.1	102210.2	0.231
2106	48160.1	372090.1	0.2451
2109	48230.1	237620.1	0.2411
2111	48310.1	64560.1	0.2273
2112	48370.1	222060.1	0.2254
2112	163170.1	151200.1	0.244
2114	48390.1	273410.1	0.2367
2115	48420.1	273380.1	0.2425
2115	101270.1	297920.1	0.2603
2118	48510.2	337100.1	0.2061
2118	166690.2	381740.2	0.2285
212	4460.1	95790.1	0.2534
212	88560.1	92190.1	0.2682
2122	48680.1	367970.1	0.2252
2123	330750.1	119690.2	0.2088
2125	399820.1	238540.1	0.2183
2127	48800.1	221060.1	0.229
2128	244440.1	144800.2	0.2473
213	4470.1	205900.1	0.2225
2132	49020.2	270930.1	0.2541
2133	49080.1	286600.1	0.2341
2134	49090.1	286590.1	0.2839
2135	49100.3	276340.1	0.2123
2137	49130.1	220400.1	0.204
2139	49220.1	356470.1	0.2808
2139	49220.1	227430.1	0.2768
2139	49220.1	299360.1	0.2656
2139	272190.1	356470.1	0.24
2139	272190.1	227430.1	0.2214
2139	272190.1	356480.1	0.2422
2139	272190.1	299360.1	0.2374
2139	44100.1	356470.1	0.2023
2139	44100.1	227430.1	0.2041
2139	44100.1	299360.1	0.2565
2139	44100.1	360760.1	0.287
2139	356470.1	338270.1	0.2313
2139	227430.1	299350.1	0.2025
2139	227430.1	299360.1	0.2713
2139	227430.1	338270.1	0.2582
2139	299350.1	299360.1	0.243
2139	299350.1	360760.1	0.2896
2139	299370.1	356480.1	0.2038
2139	299370.1	299360.1	0.2562
2139	299370.1	360760.1	0.2958
2139	356480.1	299360.1	0.2368
2139	356480.1	360760.1	0.2997
2139	299360.1	360760.1	0.2522
2139	338270.1	360760.1	0.2847
2139	360760.1	291700.1	0.2142
214	10560.1	298620.3	0.2291
2140	49250.1	99930.1	0.2029
2141	49260.2	99940.1	0.2426
2141	364660.1	187450.1	0.2675
2142	49280.1	322700.1	0.2274
2143	49330.1	99980.1	0.2257
