Desc	Family ID	FRAX00	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33	Oeuropea
10001396	10001396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10001418	10001418	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1
10001420	10001420	1	1	1	1	2	0	2	1	1	1	1	0	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1
10001429	10001429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
10001449	10001449	1	2	0	1	0	1	2	2	1	1	2	2	0	1	2	2	1	1	1	1	1	1	2	1	3	3	3	2	1
10001455	10001455	2	0	1	2	2	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1
10001456	10001456	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1
10001462	10001462	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1
10001464	10001464	1	1	2	1	2	1	1	1	2	2	1	1	2	1	0	1	1	1	1	1	2	2	1	1	1	2	1	2	1
10001467	10001467	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
10001476	10001476	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1
10001485	10001485	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
10001486	10001486	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10001490	10001490	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1
10001503	10001503	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
10001507	10001507	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	2
10001522	10001522	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
10001525	10001525	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
10001536	10001536	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
10001540	10001540	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10001544	10001544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10001547	10001547	1	1	1	1	1	0	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2
10001557	10001557	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10001605	10001605	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0
10001615	10001615	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1
10001617	10001617	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10001629	10001629	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10001632	10001632	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
10001633	10001633	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2
10001634	10001634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10001636	10001636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10001637	10001637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10001642	10001642	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1
10001648	10001648	2	1	1	2	2	2	2	1	2	2	0	2	2	1	1	2	2	2	2	2	2	2	1	0	1	1	2	1	1
10001655	10001655	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10001656	10001656	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1
10001666	10001666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10001674	10001674	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
10001676	10001676	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1
10001685	10001685	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	1	2	1	2	1	1	2
10001697	10001697	1	2	0	2	1	1	1	3	0	2	3	1	2	2	2	1	2	1	2	1	0	2	2	1	2	1	3	1	1
10001709	10001709	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	0	1
10001711	10001711	1	0	0	1	1	0	0	2	0	0	1	0	1	1	1	0	2	1	2	1	0	1	1	2	1	0	0	0	0
10001740	10001740	1	1	5	2	4	2	2	3	5	2	8	6	2	0	1	2	2	3	1	0	4	0	3	3	3	2	2	2	1
10001741	10001741	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	3	2	2	1	2	2	2	1
10001742	10001742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
10001753	10001753	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1
10001757	10001757	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
10001764	10001764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10001765	10001765	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10001766	10001766	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10001774	10001774	2	1	1	1	1	2	1	0	2	2	0	2	1	0	1	2	0	0	0	2	2	0	2	1	1	1	0	0	1
10001778	10001778	5	3	2	1	4	4	3	3	2	2	3	3	2	4	2	1	2	3	4	3	2	2	3	3	3	3	3	4	1
10001780	10001780	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1
10001802	10001802	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10001809	10001809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10001816	10001816	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10001852	10001852	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1
10001858	10001858	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1
10001869	10001869	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
10001877	10001877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10001883	10001883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1
10001902	10001902	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10001922	10001922	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1
10001930	10001930	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10001935	10001935	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3	1	2	1	2	1	2	1	2
10001939	10001939	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
10001948	10001948	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1
10001950	10001950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10001954	10001954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10001959	10001959	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	1
10001967	10001967	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10001970	10001970	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10001981	10001981	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
10001997	10001997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
10002002	10002002	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
10002007	10002007	2	1	3	2	0	2	2	2	3	2	3	0	0	0	1	2	0	1	2	2	3	2	2	2	3	0	3	1	4
10002016	10002016	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2
10002021	10002021	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
10002028	10002028	2	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0
10002030	10002030	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10002035	10002035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10002036	10002036	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	2	1	1	1
10002060	10002060	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1
10002065	10002065	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
10002070	10002070	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
10002093	10002093	1	1	2	0	2	1	1	0	1	0	2	0	0	1	2	1	2	2	1	1	1	0	1	3	2	0	2	1	3
10002116	10002116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
10002133	10002133	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	1
10002139	10002139	1	0	1	0	0	2	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	2	1	1	1	1
10002155	10002155	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10002157	10002157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	2
10002164	10002164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2
10002169	10002169	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1
10002180	10002180	1	1	2	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
10002182	10002182	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1
10002183	10002183	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1
10002197	10002197	2	2	2	1	2	2	2	2	1	1	2	2	2	2	1	2	1	1	2	1	2	2	2	1	2	2	2	2	1
10002204	10002204	2	2	3	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1
10002206	10002206	2	0	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	1	2	2	2	2	2	2	2	1	2	1
10002209	10002209	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	2
10002232	10002232	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10002238	10002238	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	1	0	1	0	0	1	1
10002239	10002239	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	2	1	1
10002249	10002249	2	2	1	1	2	2	2	2	2	1	2	2	1	1	1	1	2	1	2	1	1	1	2	3	2	1	2	3	1
10002254	10002254	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10002255	10002255	1	1	0	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	2	1	1
10002260	10002260	2	0	2	1	1	1	1	1	2	1	2	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0
10002261	10002261	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
10002265	10002265	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
10002273	10002273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10002275	10002275	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	1	2	1	2	2	2	1	2	1	2	2	1
10002278	10002278	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10002302	10002302	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	0	1	0	1	1
