Family ID	FRAX00	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33	Oeuropea
10005099	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	4
10005103	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	3	2	2	2	1	2	2	2	2	2
10005106	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005109	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
10005110	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2
10005111	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2
10005112	1	1	1	1	0	1	2	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	2	1	2	1	3
10005113	2	2	2	2	2	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2
10005115	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3
10005117	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005119	2	2	2	1	2	2	2	1	2	2	1	2	1	2	2	2	2	2	1	1	2	2	0	1	2	2	1	1	7
10005125	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	3
10005131	1	3	1	1	2	2	2	1	2	2	2	2	2	3	2	1	3	1	2	1	2	1	2	2	3	2	2	3	3
10005135	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005140	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	5
10005143	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3
10005148	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005151	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3
10005152	3	2	2	2	1	3	2	2	4	4	2	1	1	2	3	3	2	3	2	1	2	3	2	0	1	2	1	1	2
10005153	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2
10005154	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2
10005155	2	2	2	2	1	2	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3
10005157	3	2	2	2	2	2	2	2	3	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
10005160	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2
10005164	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005166	2	2	1	2	2	2	2	2	3	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2
10005167	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	0	0	1	2	2	2	2	2	2	2	2	2	2	3
10005169	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
10005170	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005171	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
10005174	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2
10005175	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	3	2	2	3
10005176	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
10005177	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2
10005180	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3
10005183	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005185	1	1	2	3	2	1	3	3	2	3	3	2	2	1	1	2	2	1	1	1	2	2	2	4	1	2	3	2	3
10005186	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3
10005188	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	4
10005192	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005198	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
10005203	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2
10005204	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2
10005205	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	3	2	1	3	2	1	2	1	2	2	2	2	3
10005207	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2
10005209	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	2	3	3	2	2	3	2	2	2	2	2
10005210	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	3
10005212	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2
10005218	2	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005219	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2
10005223	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005224	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	0	2	2	2	2	2	2	2	3
10005225	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005227	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2
10005229	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1
10005232	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
10005233	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3
10005234	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
10005238	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2
10005244	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2
10005245	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005246	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	3
10005249	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
10005251	0	2	2	1	1	2	2	2	2	2	2	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2
10005252	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	3
10005254	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
10005255	1	0	2	1	1	0	1	1	2	1	1	2	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	2	1
10005260	2	2	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3
10005262	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
10005263	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2
10005270	3	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005272	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005273	3	2	3	2	3	2	1	1	3	2	0	2	3	1	1	1	1	2	2	1	3	1	1	2	2	1	2	3	2
10005274	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005275	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005276	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	0	3	3
10005278	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2
10005281	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2
10005284	2	1	1	1	2	2	2	2	3	2	2	4	3	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2
10005285	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1
10005287	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	3
10005289	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005292	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2
10005297	2	2	3	2	4	1	1	1	3	2	1	3	2	2	1	2	1	2	2	2	2	2	1	2	2	2	1	3	4
10005298	2	2	2	2	2	2	1	2	2	2	1	2	2	3	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2
10005302	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005303	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2
10005305	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
10005310	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2
10005311	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005312	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2
10005315	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2
10005316	2	2	2	2	2	1	2	2	2	3	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	3
10005319	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2
10005321	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3
10005322	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
10005325	3	2	1	2	2	2	2	2	2	2	2	2	1	1	0	2	2	2	2	1	2	2	2	3	2	2	2	2	2
10005328	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	0	2	2	2	2	2	1	3	4
10005329	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	4
10005331	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2
10005332	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005333	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3
10005336	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2
10005337	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	2	2	1	2	2	1	2	2	1	3
10005338	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	2	2	2	2	2	2	2	2
10005340	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005343	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2
10005344	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
10005348	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
10005352	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2
10005355	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2
10005356	3	2	2	2	2	3	2	1	3	3	0	2	2	2	0	2	1	0	1	1	2	2	2	2	2	2	2	3	2
10005359	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005360	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	2	2	2	2	2	3	2	2	2	2	1	3
10005362	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	3
10005363	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005365	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	3
10005367	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
10005372	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2
10005373	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2
10005374	2	1	3	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	3	2	2	2	2	2
10005376	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
10005379	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
10005380	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2
10005382	1	2	1	1	1	2	2	1	2	2	2	1	2	1	0	2	2	1	1	2	2	1	1	2	2	2	2	2	3
10005384	2	2	2	3	2	2	2	1	2	2	3	2	1	2	2	2	2	2	2	3	2	2	1	2	1	2	1	2	2
10005388	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	3
10005389	2	2	2	2	2	2	2	1	2	2	2	3	1	2	2	2	1	3	2	2	1	2	2	3	2	2	2	1	3
10005392	3	2	2	2	2	1	1	1	2	2	2	2	2	2	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2
10005394	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2
10005395	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	1	3
10005397	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
10005399	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
10005401	3	2	2	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
10005403	3	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2
10005405	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	4	2	2	2	1	2
10005408	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005409	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005416	2	2	2	1	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005418	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2
10005421	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3
10005424	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	3
10005427	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2
10005429	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
10005430	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1
10005431	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	2	3
10005444	2	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005445	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005448	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1
10005450	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
10005451	2	1	2	2	1	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
10005455	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2
10005456	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2
10005461	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2
10005464	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3
10005465	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2
10005469	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	3
10005471	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	2	1	2	2	2	2	2	2	2	2	2	2	3
10005472	2	2	1	1	2	2	2	2	1	2	2	2	2	2	1	2	1	1	0	2	2	2	1	1	1	2	2	2	2
10005476	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005477	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005479	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005480	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2
10005481	2	2	2	2	1	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	4	2	2	3	2	1	2	2
10005482	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	3	2	2
10005483	2	1	3	3	3	1	2	3	3	1	3	3	3	2	1	1	1	3	1	1	3	1	2	1	1	2	1	2	2
10005488	2	1	3	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3
10005489	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005490	2	2	1	1	1	3	2	1	2	2	2	1	1	2	2	2	2	1	2	2	1	1	1	1	1	2	1	1	2
10005493	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4
10005494	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2
10005498	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	2	1	1	1	1	1	0	2	1	3
10005502	1	1	2	2	2	2	3	1	2	2	1	2	2	0	2	2	2	1	1	2	2	2	3	3	2	3	2	2	3
10005503	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2
10005504	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	3
10005507	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	3
10005509	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005510	2	2	2	2	3	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2
10005511	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005516	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
10005518	2	2	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2
10005519	2	2	0	0	1	1	2	1	2	2	1	0	0	1	1	2	1	1	1	0	1	2	1	0	0	2	1	1	2
10005520	2	2	2	2	2	2	1	3	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
10005521	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005524	1	1	2	2	2	2	3	3	2	2	3	2	2	1	1	2	2	2	1	1	2	1	3	3	2	2	2	2	1
10005525	2	1	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	3
10005526	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	2	3
10005527	2	1	2	0	1	1	1	1	2	1	1	2	2	1	1	1	0	1	1	1	2	1	0	1	1	2	0	2	2
10005528	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3
10005533	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2
10005534	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
10005535	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	3
10005540	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
10005544	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
10005545	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	3	2	1	2	3
10005547	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3
10005548	2	2	1	2	2	3	2	2	2	1	2	2	2	1	1	2	2	2	1	1	1	2	3	3	2	2	2	2	2
10005550	2	2	2	2	2	2	3	2	2	2	2	2	2	2	1	2	2	2	1	1	3	2	2	2	1	2	2	2	3
10005551	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005553	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2
10005555	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2	3
10005557	1	1	1	1	2	1	2	3	2	2	2	2	2	1	1	2	1	2	0	1	2	1	3	3	3	2	2	1	5
10005558	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2
10005559	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2
10005560	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2
10005561	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2
10005562	2	2	1	2	2	2	3	1	2	2	2	2	1	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	3
10005565	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	3
10005567	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1
10005569	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	1	2	2	2	2
10005572	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005574	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2
10005576	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005577	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005578	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
10005583	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2
10005585	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2
10005588	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2
10005589	1	3	3	1	3	1	2	3	2	3	3	1	3	1	2	1	1	1	1	2	2	2	2	2	2	3	2	2	1
10005590	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10005591	1	1	3	1	0	0	1	2	3	1	6	5	3	1	0	1	3	2	1	3	1	0	2	4	3	0	3	2	2
10005593	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
